K_DECTOP,LIB_CODE,LIB_NAME,LIB_ADDR,LIB_CITY,LIB_ZIP,LIB_ZIP4,LIB_PHONE,LIB_CNTY,C_OUT_TYP,C_MSA,C_SER_POP,LIB_NUM_BM,WEB_ADR,K_SEQ,STABR,PUB_FIPS,CNTYFIPS,YR
IL0471,4520,St. Charles P.L.D.,One South Sixth Ave.,St. Charles,60174,2195,6305840076,Douglas,CE,NO,F,0,,002,IL,17,041,98
IL0472,4530,St. Elmo P.L.D.,502 N. Main,St. Elmo,62458,1639,6188295544,Fayette,CE,NO,C,0,,002,IL,17,051,98
IL0473,4540,St. Joseph Twp. Swearingen Mem. Lib,201 N Third,St. Joseph,61873,0259,2174692159,Champaign,CE,NC,C,0,,002,IL,17,019,98
IL0474,4550,Bryan-Bennett Lib.,217 West Main Street,Salem,62881,1599,6185487784,Marion,CE,NO,D,0,,002,IL,17,121,98
IL0475,4555,Salem Twp. P.L.D.,115 W. Main Street,Yates City,61572,0217,3093581678,Knox,CE,NO,B,0,,002,IL,17,095,98
IL0476,4560,Sandwich D.L.,107 E. Center St.,Sandwich,60548,1692,8157868308,DeKalb,CE,NO,D,0,,002,IL,17,037,98
IL0477,4580,Savanna P.L.D.,326 Third Street,Savanna,61074,1620,8152733714,Carroll,CE,NO,C,0,,002,IL,17,015,98
IL0478,4585,Cheney's Grove Twp. Lib.,204 S. State St.  P.O. Box 58,Saybrook,61770,0058,3094756131,McLean,CE,NC,B,0,,002,IL,17,113,98
IL0479,4590,Schaumburg Twp. D.L.,32 W. Library Lane,Schaumburg,60194,3497,8478853373,Cook,CE,NC,H,0,,002,IL,17,031,98
IL0479,4590,Hoffman Estates Branch Lib.,1890 Hassell Rd.,Hoffman Estates,60195,2307,7088853511,Cook,BR,NC,H,0,,003,IL,17,031,98
IL0479,4590,Hanover Park Branch Library,1570 Irving Park Rd.,Hanover Park,60103,2576,7083727800,Cook,BR,CC,H,0,,004,IL,17,031,98
IL0480,4600,Schiller Park P.L.,4200 Old River Road,Schiller Park,60176,1630,8476780433,Cook,CE,NC,E,0,,002,IL,17,031,98
IL0481,4610,Schmaling Mem. P.L.D.,501 Tenth Ave.,Fulton,61252,0125,8155892045,Whiteside,CE,NO,C,0,,002,IL,17,195,98
IL0482,4615,Selby Twp. L.D.,Depot & Marquette Sts.,De Pue,61322,9999,8154472660,Bureau,CE,NO,B,0,,002,IL,17,011,98
IL0483,4620,Seneca P.L.D.,210 N. Main Street,Seneca,61360,0980,8153576566,Grundy,CE,NO,C,0,,002,IL,17,063,98
IL0484,4625,Sesser P.L.,303 W. Franklin,Sesser,62884,0517,6186256566,Franklin,CE,NO,B,0,,002,IL,17,055,98
IL0485,4635,Shabbona Lib.,108 W Comanche,Shabbona,60550,0190,8158242079,DeKalb,CE,NO,A,0,,002,IL,17,037,98
IL0486,4640,Shawneetown P.L.,320 N. Lincoln Blvd. East,Shawneetown,62984,0972,6182693761,Gallatin,CE,NO,B,0,,002,IL,17,059,98
IL0487,4650,Sheffield P.L.,136 E. Cook,Sheffield,61361,0608,8154542628,Bureau,CE,NO,A,0,,002,IL,17,011,98
IL0488,4660,Shelbyville P.L.,154 N. Broadway,Shelbyville,62565,1698,2177744432,Shelby,CE,NO,C,0,,002,IL,17,173,98
IL0489,4670,Sheldon P.L.D.,125 N. Fifth St. Box 370,Sheldon,60966,0370,8154293521,Iroquois,CE,NO,B,0,,002,IL,17,075,98
IL0490,4673,Sherrard Community L.D.,200 5th Avenue,Sherrard,61281,0345,3095932178,Rock Island,CE,NO,D,0,,002,IL,17,161,98
IL0490,4673,Coyne Center Grade School,11310 16th Street,Milan,61264,4061,3097871512,Rock Island,BR,NO,D,0,,003,IL,17,161,98
IL0490,4673,Matherville Grade School,P O Box 599,Matherville,61263,0599,3097548244,Rock Island,BR,NO,D,0,,004,IL,17,161,98
IL0491,4675,Shorewood-Troy P.L.D.,650 Deerwood Drive,Shorewood,60431,8624,8157251715,Will,CE,NO,E,0,,002,IL,17,197,98
IL0492,4680,Sidell D.L.,101 East Market Street,Sidell,61876,0019,2172889031,Vermilion,CE,NO,B,0,,002,IL,17,183,98
IL0493,4690,Sidney Community Lib.,221 S. David St.,Sidney,61877,0395,2176882332,Champaign,CE,NC,B,0,,002,IL,17,019,98
IL0494,4700,Silvis P.L.,105 8th Street,Silvis,61282,1199,3097553393,Rock Island,CE,NC,E,0,,002,IL,17,161,98
IL0495,4710,Skokie P.L.,5215 Oakton Street,Skokie,60077,3680,8476737774,Cook,CE,NC,G,0,,002,IL,17,031,98
IL0495,4710,Skokie P.L.,5215 Oakton Street,Skokie,60077,3680,8476737774,Cook,BS,NC,G,1,,003,IL,17,031,98
IL0496,4720,Somonauk P.L.D.,115 E. DeKalb Street,Somonauk,60552,0307,8154982440,LaSalle,CE,NO,D,0,,002,IL,17,099,98
IL0497,4730,South Beloit P.L.,630 Blackhawk Blvd.,South Beloit,61080,1919,8153892495,Winnebago,CE,NC,C,0,,002,IL,17,201,98
IL0498,4740,South County P.L.D.,P.O. Box 93,Brussels,62013,0093,6188832522,Calhoun,CE,NO,B,0,,002,IL,17,013,98
IL0499,4750,South Holland P.L.,16250 Wausau Avenue,South Holland,60473,2199,7083315262,Cook,CE,NC,E,0,,002,IL,17,031,98
IL0500,4760,South Pekin P.L.,208 West Main,South Pekin,61564,0490,3093482446,TAZEWELL,CE,NC,B,0,,002,IL,17,179,98
IL0501,4780,Sparta P.L.,128 West Main,Sparta,62286,2072,6184435014,Randolph,CE,NO,C,0,,002,IL,17,157,98
IL0502,4785,Spoon River P.L.D.,201 South Third Street,Cuba,61427,0140,3097855496,Fulton,CE,NO,C,0,,002,IL,17,057,98
IL0503,4790,Richard A. Mautino Mem. Lib.,215 E. Cleveland,Spring Valley,61362,2135,8156634741,Bureau,CE,NO,D,0,,002,IL,17,011,98
IL0504,4800,Lincoln Lib.,326 S. Seventh Street,Springfield,62701,1691,2177534900,Sangamon,CE,CC,H,0,,002,IL,17,167,98
IL0504,4800,North Branch,719 North Grand Ave. East,Springfield,62702,3930,2177534970,Sangamon,BR,CC,H,0,,003,IL,17,167,98
IL0504,4800,Southeast Branch,2500 South Grand Ave. East,Springfield,62703,5613,2177534980,Sangamon,BR,CC,H,0,,004,IL,17,167,98
IL0504,4800,West Branch,1251 West Washington,Springfield,62704,4797,2177534985,Sangamon,BR,CC,H,0,,005,IL,17,167,98
IL0505,4803,Squaw Grove P.L.D.,100 N. Maple St.,Hinckley,60520,0865,8152863220,DeKalb,CE,NO,B,0,,002,IL,17,037,98
IL0506,4805,Allin Twp. Lib.,101 S. Armstrong,Stanford,61774,0217,3093794631,McLean,CE,NC,A,0,,002,IL,17,113,98
IL0507,4810,Staunton P.L.,306 W. Main St.,Staunton,62088,1402,6186353852,Macoupin,CE,NO,C,0,,002,IL,17,117,98
IL0508,4815,Steeleville Area P.L.D.,107 West Broadway,Steeleville,62288,1414,6189659732,Randolph,CE,NO,D,0,,002,IL,17,157,98
IL0508,4815,Percy Reading Center,307 West Pine,Percy,62272,0304,6184978014,Randolph,BR,NO,D,0,,003,IL,17,157,98
IL0509,4820,Steger South Chicago Heights P.L.D.,54 E. 31st St.,Steger,60475,1136,7087555040,Cook,CE,NC,E,0,,002,IL,17,031,98
IL0510,4830,Sterling P.L.,102 W. 3rd St.,Sterling,61081,3511,8156251370,Whiteside,CE,NO,E,0,,002,IL,17,195,98
IL0511,4840,Stickney-Forest View L.D.,6800 W. 43RD Street,Stickney,60402,4499,7087491050,Cook,CE,NC,D,0,,002,IL,17,031,98
IL0512,4850,Julia E. Hull Lib.,122 S Walnut St,Stillman Valley,61084,0340,8156458611,Ogle,CE,NO,A,0,,002,IL,17,141,98
IL0513,4860,Stockton Twp. P.L.,140 West Benton Street,Stockton,61085,1312,8159472030,Jo Daviess,CE,NO,B,0,,002,IL,17,085,98
IL0514,4870,Stonington Twp. Lib.,500  E. North Street,Stonington,62567,9752,2173253512,Christian,CE,NO,B,0,,002,IL,17,021,98
IL0515,4880,Streator P.L.,130 South Park Street,Streator,61364,2985,8156722729,LaSalle,CE,NO,E,0,,002,IL,17,099,98
IL0516,4890,Sugar Grove P.L.D.,54 Snow St.,Sugar Grove,60554,1049,6304664686,Kane,CE,NO,D,0,,002,IL,17,089,98
IL0517,4900,Elizabeth Titus Mem. Lib.,2 W. Water,Sullivan,61951,1970,2177287221,Moultrie,CE,NO,C,0,,002,IL,17,139,98
IL0518,4910,Summit P.L.D.,6209 S. Archer Rd,Summit,60501,1719,7084581545,Cook,CE,NC,D,0,,002,IL,17,031,98
IL0519,4920,Sycamore P.L.,103 E. State St.,Sycamore,60178,1461,8158952500,DeKalb,CE,NO,E,0,,002,IL,17,037,98
IL0520,4925,Talcott Free L.D.,101 E. Main Street,Rockton,61072,2519,8156247511,Winnebago,CE,NC,E,0,,002,IL,17,201,98
IL0521,4930,Taylorville P.L.,121 West Vine,Taylorville,62568,1950,2178244736,Christian,CE,NO,E,0,,002,IL,17,021,98
IL0522,4940,York Twp. P.L.,1005 West Main Street,Thomson,61285,9708,8152592480,Carroll,CE,NO,B,0,,002,IL,17,015,98
IL0523,4950,Thornton P.L.,115 E. Margaret St.,Thornton,60476,1262,7088772579,Cook,CE,NC,C,0,,002,IL,17,031,98
IL0524,4955,Three Rivers P.L.D.,25207 W Channon Dr,Channahon,60410,0300,8154676200,Will,CE,NO,E,0,,002,IL,17,197,98
IL0524,4955,Minooka Branch,109 N Wabena St,Minooka,60447,0370,8154671600,Will,BR,NO,E,0,,003,IL,17,197,98
IL0525,4960,Tinley Park P.L.,17101 S. 71st Ave.,Tinley Park,60477,3398,7085320160,Cook,CE,NC,F,0,,002,IL,17,031,98
IL0526,4970,Tiskilwa Twp. Lib.,119 East Main Street,Tiskilwa,61368,0150,8156464511,Bureau,CE,NO,B,0,,002,IL,17,011,98
IL0527,4980,Sumpter Twp. Lib.,Courthouse Square,Toledo,62468,0067,2178492072,Cumberland,CE,NO,B,0,,002,IL,17,035,98
IL0528,4990,Tolono P.L.D.,128 E. Main,Tolono,61880,0759,2174855558,Champaign,CE,NC,D,0,,002,IL,17,019,98
IL0529,5000,Toluca City Lib.,102 North Main Street,Toluca,61369,0526,8154522211,Marshall,CE,NO,B,0,,002,IL,17,123,98
IL0530,5010,Toulon P.L.D.,306 W. Jefferson Street,Toulon,61483,0600,3092865791,Stark,CE,NO,C,0,,002,IL,17,175,98
IL0531,5020,Towanda D.L.,301 S. Taylor,Towanda,61776,0170,3097282176,McLean,CE,NC,B,0,,002,IL,17,113,98
IL0532,5030,Tremont D.L.,213 S. Sampson,Tremont,61568,0123,3099255432,TAZEWELL,CE,NC,C,0,,002,IL,17,179,98
IL0533,5040,Trenton P.L.,118 East Indiana,Trenton,62293,1628,6182247662,Clinton,CE,NC,B,0,,002,IL,17,027,98
IL0534,5045,Tri-Township P.L.D.,209 South Main Street,Troy,62294,1049,6186672133,Madison,CE,NC,D,0,,002,IL,17,119,98
IL0535,5060,Tuscola P.L.,112 E. Sale St.,Tuscola,61953,1496,2172533812,Douglas,CE,NO,C,0,,002,IL,17,041,98
IL0536,5063,Twin Rivers D.P.L.,911 1st Arewwr,Green Rock,61241,9750,3097920548,Henry,CE,NC,D,0,,002,IL,17,073,98
IL0537,5065,University Park P.L.D.,1100 Blackhawk Drive,University Park,60466,3226,7085342580,Will,CE,NO,D,0,,002,IL,17,197,98
IL0538,5070,Urbana Free Lib.,201 South Race Street,Urbana,61801,3283,2173674057,Champaign,CE,CC,F,0,,002,IL,17,019,98
IL0539,5080,Utica P.L.D.,Mill and Grove Streets,Utica,61373,0366,8156674509,LaSalle,CE,NO,B,0,,002,IL,17,099,98
IL0540,5083,Valley D.L.,485 Carter St.,Fairview,61432,0200,3097782240,Fulton,CE,NO,A,0,,002,IL,17,057,98
IL0541,5085,Valmeyer P.L.D.,300 S. Cedar Bluff Drive,Valmeyer,62295,3133,6189352626,Monroe,CE,NC,B,0,,002,IL,17,133,98
IL0542,5090,Evans P.L.,215 South Fifth Street,Vandalia,62471,2206,6182832824,Fayette,CE,NO,D,0,,002,IL,17,051,98
IL0543,5100,Venice P.L.,325 Broadway,Venice,62090,1101,6188771330,Madison,CE,NC,C,0,,002,IL,17,119,98
IL0544,5110,Vermont P.L.,East 4th and Main Sts.,Vermont,61484,0415,3097846291,Fulton,CE,NO,A,0,,002,IL,17,057,98
IL0545,5120,Vernon Area P.L.D.,300 Olde Half Day Road,Lincolnshire,60069,2901,8476343650,Lake,CE,NO,F,0,,002,IL,17,097,98
IL0545,5120,Vernon Area P.L.D.,300 Olde Half Day Road,Lincolnshire,60069,2901,8476343650,Lake,BS,NO,F,1,,003,IL,17,097,98
IL0546,5125,Victoria P.L.D.,227 E. Main Street,Victoria,61485,0216,3098792295,Knox,CE,NO,A,0,,002,IL,17,095,98
IL0547,5130,Vienna P.L.,401 Poplar St.,Vienna,62995,0616,6186585051,Johnson,CE,NO,B,0,,002,IL,17,087,98
IL0548,0715,Camargo Twp. D.L.,14 N. Main St.,Villa Grove,61956,1517,2178325211,Champaign,CE,NO,C,0,,002,IL,17,019,98
IL0549,5150,Villa Park P.L.,305 South Ardmore Avenue,Villa Park,60181,2698,7088341164,Douglas,CE,NC,E,0,,002,IL,17,041,98
IL0550,5160,Viola P.L.D.,1705 14th st.,Viola,61486,0479,3095962620,Mercer,CE,NO,B,0,,002,IL,17,131,98
IL0551,2025,Grand Prairie of the West P.L.D.,142 West Jackson St.,Virden,62690,1257,2179653015,Sangamon,CE,NO,D,0,,002,IL,17,167,98
IL0552,5180,Virginia Mem. P.L.,100 North Main Street,Virginia,62691,1364,2174523846,Cass,CE,NO,B,0,,002,IL,17,017,98
IL0553,5190,Walnut P.L.D.,Heaton and Main Street,Walnut,61376,0728,8153792159,Bureau,CE,NO,B,0,,002,IL,17,011,98
IL0554,5200,Warren Twp. P.L.,210 Burnett Ave.,Warren,61087,0427,8157452076,Jo Daviess,CE,NO,B,0,,002,IL,17,085,98
IL0555,5210,Warren County P.L.D.,60-62 Public Square,Monmouth,61462,1756,3097343166,Warren,CE,NO,E,0,,002,IL,17,187,98
IL0555,5210,Alexis Branch,102 W. Broadway,Alexis,61412,9999,3094826109,Warren,BR,NO,E,0,,003,IL,17,187,98
IL0555,5210,Kirkwood Branch,124 S. Kirk,Kirkwood,61447,9999,3097682173,Warren,BR,NO,E,0,,005,IL,17,187,98
IL0555,5210,Roseville Branch,145 W. Penn Ave.,Roseville,61473,9999,3094262336,Warren,BR,NO,E,0,,006,IL,17,187,98
IL0556,5220,Warren-Newport P.L.D.,224 N. O'Plaine Road,Gurnee,60031,2696,8472445150,Lake,CE,NO,F,0,,002,IL,17,097,98
IL0556,5220,Warren-Newport P.L.D.,224 N. O'Plaine Road,Gurnee,60031,2696,8472445150,Lake,BS,NO,F,1,,003,IL,17,097,98
IL0557,5237,Warrenville P.L.D.,28W751 Stafford Place,Warrenville,60555,2928,6303931171,Douglas,CE,NC,E,0,,002,IL,17,041,98
IL0558,5240,Warsaw P.L.,210 N. Fourth Street,Warsaw,62379,1050,2172563417,Hancock,CE,NO,B,0,,002,IL,17,067,98
IL0559,5250,Washington D.L.,301 Walnut Street,Washington,61571,2690,3094442241,TAZEWELL,CE,NC,E,0,,002,IL,17,179,98
IL0559,5250,Sunnyland Branch,4 Sunnyland Plaza,Washington,61571,1943,3097453023,TAZEWELL,BR,NC,E,0,,003,IL,17,179,98
IL0560,5260,Morrison-Talbott Lib.,215 Park St.,Waterloo,62298,1305,6189396232,Monroe,CE,NC,D,0,,002,IL,17,133,98
IL0561,5270,Clinton Twp. P.L.,110 S. Elm St.,Waterman,60556,0368,8152643339,DeKalb,CE,NO,B,0,,002,IL,17,037,98
IL0562,5280,Watseka P.L.,201 South Fourth,Watseka,60970,1656,8154324544,Iroquois,CE,NO,D,0,,002,IL,17,075,98
IL0563,5290,Wauconda Area P.L.D.,801 N. Main Street,Wauconda,60084,1200,8475266225,Lake,CE,NO,E,0,,002,IL,17,097,98
IL0564,5300,Waukegan P.L.,128 N. County Street,Waukegan,60085,4368,8476232041,Lake,CE,NO,G,0,,002,IL,17,097,98
IL0564,5300,Waukegan P.L.,128 N. County Street,Waukegan,60085,4368,8476232041,Lake,BS,NO,G,2,,003,IL,17,097,98
IL0565,5310,Waverly P.L.,291 N. Pearl Street,Waverly,62692,1080,2174352051,Morgan,CE,NO,B,0,,002,IL,17,137,98
IL0566,5320,Wayne City P.L.,103 E Mill Street,Wayne City,62895,0455,6188952661,Wayne,CE,NO,B,0,,002,IL,17,191,98
IL0567,5330,Waynesville Twp. Lib.,303 E. Second Street,Waynesville,61778,0059,2179495111,DeWitt,CE,NO,A,0,,002,IL,17,039,98
IL0568,5340,Weldon P.L.D.,505 Maple,Weldon,61882,0248,2177362215,DeWitt,CE,NO,A,0,,002,IL,17,039,98
IL0569,5350,Bond P.L.,208 South Chestnut Street,Wenona,61377,0427,8158534665,Marshall,CE,NO,A,0,,002,IL,17,123,98
IL0570,5360,West Chicago P.L.D.,118 West Washington Street,West Chicago,60185,2803,6302311552,Douglas,CE,NC,E,0,,002,IL,17,041,98
IL0571,5370,West Frankfort P.L.,402 East Poplar St.,West Frankfort,62896,2480,6189323313,Franklin,CE,NO,D,0,,002,IL,17,055,98
IL0572,5380,West Salem P.L.,112 W. South Street,West Salem,62476,0128,6184568970,Edwards,CE,NO,B,0,,002,IL,17,047,98
IL0573,5390,Westchester P.L.,10700 Canterbury,Westchester,60154,4237,7085623573,Cook,CE,NC,E,0,,002,IL,17,031,98
IL0574,5395,Western D.L.,1111 4th Street,Orion,61273,0070,3095268375,Henry,CE,NC,D,0,,002,IL,17,073,98
IL0575,5400,Thomas Ford Mem. Lib.,800 Chestnut Street,Western Springs,60558,1496,7082460520,Cook,CE,NC,E,0,,002,IL,17,031,98
IL0576,5410,Westmont P.L.,428 No. Cass Ave.,Westmont,60559,1502,7089695625,Douglas,CE,NC,E,0,,002,IL,17,041,98
IL0577,5420,Westville P.L.D.,149 N. State,Westville,61883,0097,2172673170,Vermilion,CE,NO,C,0,,002,IL,17,183,98
IL0578,5440,Wheaton P.L.,225 N. Cross Street,Wheaton,60187,5376,7086681374,Douglas,CE,NC,G,0,,002,IL,17,041,98
IL0579,5450,White Hall Twp. Lib.,"119 E. Sherman, St.",White Hall,62092,1356,2173746014,Greene,CE,NO,C,0,,002,IL,17,061,98
IL0580,5453,White Oak Twp. P.L.D.,202 E. Washington,Carlock,61725,0039,3093765651,McLean,CE,NC,C,0,,002,IL,17,113,98
IL0581,5455,William Leonard P.L.D.,13820 Central Park Avenue,Robbins,60472,1920,7085972760,Cook,CE,NC,D,0,,002,IL,17,031,98
IL0582,5460,Williamsville P.L.,141 West Main,Williamsville,62693,9999,2175663520,Sangamon,CE,NC,B,0,,002,IL,17,167,98
IL0584,5470,Wilmette P.L.D.,1242 Wilmette Avenue,Wilmette,60091,2597,8472565025,Cook,CE,NC,F,0,,002,IL,17,031,98
IL0585,5480,Wilmington P.L.D.,201 S. Kankakee Street,Wilmington,60481,1338,8154762834,Will,CE,NO,D,0,,002,IL,17,197,98
IL0586,5490,Winchester P.L.,215 North Main Street,Winchester,62694,1109,2177423150,Scott,CE,NO,B,0,,002,IL,17,171,98
IL0587,5500,Windsor Storm Mem. P.L.D.,102 S. Maple,Windsor,61957,0079,2174592498,Shelby,CE,NO,B,0,,002,IL,17,173,98
IL0588,5510,Winfield P.L.,OS 291 Winfield Road,Winfield,60190,1296,7086537599,Douglas,CE,NC,D,0,,002,IL,17,041,98
IL0589,5515,Winnebago P.L.D.,210 N. Elida St.,Winnebago,61088,0536,8153357050,Winnebago,CE,NC,D,0,,002,IL,17,201,98
IL0590,5520,Winnetka P.L.D.,768 Oak St.,Winnetka,60093,2583,8474467220,Cook,CE,NC,E,0,,002,IL,17,031,98
IL0590,5520,Northfield Branch of WPLD,1785 Orchard Lane,Northfield,60093,3432,7084465990,Cook,BR,NC,E,0,,003,IL,17,031,98
IL0591,5530,Witt Mem. P.L.,18 Second Street,Witt,62094,0442,2175947333,Montgomery,CE,NO,B,0,,002,IL,17,135,98
IL0592,5540,Wood Dale P.L.D.,520 N. Wood Dale,Wood Dale,60191,1589,6307666762,Douglas,CE,NC,E,0,,002,IL,17,041,98
IL0593,5550,Wood River P.L.,326 E. Ferguson Avenue,Wood River,62095,2098,6182544832,Madison,CE,NC,E,0,,002,IL,17,119,98
IL0594,5570,Woodridge P.L.,3 Plaza Drive,Woodridge,60517,2099,7089647899,Douglas,CE,NC,F,0,,002,IL,17,041,98
IL0595,5580,"Woodstock P.L., City of",414 W. Judd,Woodstock,60098,3195,8153380542,McHenry,CE,NC,F,0,,002,IL,17,111,98
IL0596,5585,Worden P.L.D.,115 West Wall St,Worden,62097,0164,6184597171,Madison,CE,NC,B,0,,002,IL,17,119,98
IL0597,5590,Worth P.L.D.,6917 West 111th Street,Worth,60482,1889,7084482855,Cook,CE,NC,E,0,,002,IL,17,031,98
IL0598,5600,Raymond A. Sapp Mem. Lib.,103 E Main,Wyanet,61379,0023,8156992342,Bureau,CE,NO,B,0,,002,IL,17,011,98
IL0599,5610,Wyoming P.L.D.,119 North Seventh,Wyoming,61491,1307,3096952241,Stark,CE,NO,B,0,,002,IL,17,175,98
IL0600,5630,Yorkville P.L.,902 Game Farm Road,Yorkville,60560,1135,7085534354,Kendall,CE,NO,C,0,,002,IL,17,093,98
IL0601,5640,Zeigler P.L.,111 S. Main St.,Zeigler,62999,1116,6185962041,Franklin,CE,NO,B,0,,002,IL,17,055,98
IL0602,5650,Zion-Benton P.L.D.,2400 Gabriel Avenue,Zion,60099,2297,8478724680,Lake,CE,NO,F,0,,002,IL,17,097,98
IL0602,5650,Zion-Benton P.L.D.,2400 Gabriel Avenue,Zion,60099,2297,8478724680,Lake,BS,NO,F,1,,003,IL,17,097,98
IL0603,5123,Vespasian Warner P.L.D.,310 N. Quincy Street,Clinton,61727,1300,2179355174,DeWitt,CE,NO,E,0,,002,IL,17,039,98
IL0604,5385,West Union D.L.,#2 Union Street,West Union,62477,0138,2172793556,Clark,CE,NO,A,0,,002,IL,17,023,98
IL0606,0595,Brighton Mem. P.L.,106 North Street,Brighton,62012,0183,6183728450,Macoupin,CE,NO,B,0,,002,IL,17,117,98
IL0607,1675,Farmersville-Waggoner P.L.D.,202 South Cleveland,Farmersville,62533,0012,2172273711,Macoupin,CE,NO,B,0,,002,IL,17,117,98
IL0608,2785,Lincolnwood P.L.D.,4000 W. Pratt Ave.,Lincolnwood,60646,3531,8476775277,Cook,CE,NC,E,0,,002,IL,17,031,98
IL0609,3190,Melrose Park P.L.,801 N Broadway,Melrose Park,60160,3779,7083433391,Cook,CE,NC,E,0,,002,IL,17,031,98
IL0610,4715,Smithton P.L.D.,109 S. Main Street,Smithton,62285,0098,6182338057,St. Clair,CE,NC,B,0,,002,IL,17,163,98
IL0612,1765,Four Star P.L.D.,129 W. South Street,Mendon,62351,0169,2179362131,Hancock,CE,NO,C,0,,005,IL,17,067,98
IL0613,4255,Ramsey P.L.,401 S. Superior Street,Ramsey,62080,0128,6184239362,Fayette,CE,NO,A,0,,002,IL,17,051,98
IL0614,5458,Williamsfield P.L.D.,"114 Gale Street, P.O. 268",Williamsfield,61489,0268,3096392630,Knox,CE,NO,B,0,,002,IL,17,095,98
IL0634,1035,Cissna Park Community L.D.,511 North Second,Cissna Park,60924,0254,8154572452,Iroquois,CE,NO,B,0,,002,IL,17,075,98
IL0635,0185,Argenta-Oreana P.L.D.,South North,Argenta,62501,0350,2177952144,Macon,CE,NO,D,0,,002,IL,17,115,98
IL0635,0185,Oreana Public,214 W. South,Oreana,62501,0350,2174682340,Macon,BR,NO,D,0,,003,IL,17,115,98
IL0636,2437,Huntley Area P.L.D.,11620 Algonquin Road,Huntley,60142,0898,8476695386,Kane,CE,NO,C,0,,002,IL,17,089,98
IL0637,1160,Crestwood P.L.D.,4955 West 135th Street,Crestwood,60445,1410,7083714090,Cook,CE,NC,D,0,,002,IL,17,031,98
IL0638,1955,Glen Carbon Centennial Lib.,124 School Street,Glen Carbon,62034,1454,6182881212,Madison,CE,NO,D,0,,002,IL,17,119,98
IL0639,2436,Hudson Area P.L.D.,104 Pearl Street,Hudson,61748,0461,3097261103,McLean,CE,NO,C,0,,002,IL,17,113,98
IL0640,4672,Robert W. Rowe P.L.D.,120 S. Johnson Avenue,Sheridan,60551,0358,8154962031,LaSalle,CE,NO,C,0,,002,IL,17,099,98
IL0641,4265,Doyle P.L.D.,Box 544  100 N. McElroy,Raymond,62560,0544,2172294471,Montgomery,CE,NO,B,0,,002,IL,17,135,98
IL0642,0040,Albany P.L.D.,302 South Main St,Albany,61230,0416,3098874396,Whiteside,CE,NO,A,0,,002,IL,17,195,98
IL0643,1135,Amity Twp. P.L.,604 E. Main St.,Cornell,61319,0604,8153582231,Livingston,CE,NO,A,0,,002,IL,17,105,98
IL0644,1137,Cortland Lib.,1907 Somonauk,Cortland,60112,0486,8157484491,DeKalb,CE,NO,B,0,,002,IL,17,037,98
IL0645,1158,Creston-Dement P.L.D.,107 S. Main,Creston,60113,0189,8153843111,Ogle,CE,NO,A,0,,002,IL,17,141,98
IL0646,2015,Grand Tower P.L.,516 Front St.,Grand Tower,62942,0287,6185652181,Jackson,CE,NO,A,0,,002,IL,17,077,98
IL0661,1915,Germantown P.L.D.,403 Munster Street,Germantown,62245,0244,6185234820,Clinton,CE,NO,B,0,,002,IL,17,027,98
IL0662,0375,Beecher P.L.D.,673 Penfield,Beecher,60401,0818,7089469090,Will,CE,NO,C,0,,002,IL,17,197,98
IL0663,1056,Central Citizens' L.D.,3100 N. Central School Rd.,Clifton,60927,9762,8156942800,Iroquois,CE,NO,D,0,,002,IL,17,075,98
IL0664,1057,Clifton P.L.,150 E. 4th Ave.,Clifton,60927,0472,8156942069,Iroquois,CE,NO,B,0,,002,IL,17,075,98
IL0665,4674,SHERMAN P.L.D.,401 St. John's Drive,Sherman,62684,0524,2174962621,Sangamon,CE,NO,B,0,,002,IL,17,167,98
IN0001,0141,WASHINGTON CARNEGIE PUBLIC LIBRARY,300 W MAIN ST,WASHINGTON,47501,2698,8122544586,DAVIESS,CE,NO,E,0,,002,IN,18,027,98
IN0001,0141,PLAINVILLE BRANCH LIBRARY,GENERAL DELIVERY,PLAINVILLE,47568,9999,8126877271,DAVIESS,BR,NO,C,0,,003,IN,18,027,98
IN0002,0142,ODON WINKELPLECK PUBLIC LIBRARY,202 W MAIN ST,ODON,47562,1218,8126364949,DAVIESS,CE,NO,C,0,,002,IN,18,027,98
IN0003,0191,FERDINAND BRANCH LIBRARY,POST OFFICE BOX 132,FERDINAND,47532,0132,8123671671,DUBOIS,BR,NO,B,0,,002,IN,18,037,98
IN0003,0191,DUBOIS/PIKE CO BOOKMOBILE,4157 SOUTH STATE ROAD 162,HUNTINGBURG,47542,9547,8124822712,DUBOIS,BS,NO,F,1,,003,IN,18,037,98
IN0003,0191,JASPER DUBOIS CO CONT PUB LIB,1116 MAIN ST,JASPER,47546,2899,8124822712,DUBOIS,CE,NO,F,0,,004,IN,18,037,98
IN0004,0192,HUNTINGBURG PUBLIC LIBRARY,419 JACKSON ST,HUNTINGBURG,47542,1301,8126832052,DUBOIS,CE,NO,D,0,,002,IN,18,037,98
IN0005,0261,OWENSVILLE CARNEGIE PUBLIC LIBRARY,110 S MAIN ST,OWENSVILLE,47665,0218,8127243335,GIBSON,CE,NO,C,0,,002,IN,18,051,98
IN0006,0262,PRINCETON PUBLIC LIBRARY,124 S HART ST,PRINCETON,47670,2198,8123854464,GIBSON,CE,NO,E,0,,002,IN,18,051,98
